title,rating,price,rating counter,sold,description,shop name,url,store location
ACOME ACE01 Pro 3D Subwoofer Headphone Earphone Headset Type-C Powerfull Bass Plug and Play Transparent Wired Body Black Original - Garansi Resmi 1 Tahun,4.9,Rp38.900,311,500,"Keunggulan: Bass Kuat dan DalamSpeaker berukuran besar 14.2mm dengan diafragma titanium dan cincin tembaga, suara tiga frekuensi seimbang dan bass kuat Desain Ear-hook, Tidak Mudah Lepas Saat OlahragaDesain ear-hook yang nyaman dan ergonomis, tetap kokoh dan nyaman saat digunakan Kompatibel Penuh dengan Port Type-CChip digital dengan tingkat decoding tinggi, mendukung seri iPhone 15 dan 99% perangkat dengan port Type-C Tombol Kontrol MultifungsiAtur volume dengan mudah dan kontrol musik serta panggilan dengan satu sentuhan Mikrofon Bawaan, Panggilan JernihMikrofon yang sensitif dengan pengambilan suara omnidirectional, panggilan jernih tanpa gangguan Kabel Transparan dengan Pola SpiralKabel TPE berlapis alumunium foil yang lentur dan anti-kusut, tahan tarik dan gangguanSpesifikasi:*Plug: Type-C*Speaker Bass Komposit*Pemakaian Ear-hook* Kabel Alumunium Foil Transparan Ketentuan Garansi:1. Garansi 1 Tahun Tukar Baru Untuk Produk Tidak Berlaku Jika:A. Tidak Ditemukan Adanya KerusakanB. Kerusakan Disebabkan Oleh Faktor Luar/Di Luar KuasaC. Kerusakan Akibat Dari Kesalahan Pemakaian (Terjatuh, Tergores, Ternoda, Pecah, Terkena Air, Dll.)2. Syarat Klaim:A. Unit Masih Dalam Masa Garansi Dan Sesuai Dengan Kebijakan Garansi Yang Telah DitetapkanB. Kelengkapan Dari Unit Harus Disertai Secara Lengkap (Dus, Kabel Charger, Buku Manual, Kartu Garansi, Dll)C. Dilengkapi Dengan Nota Pembelian (Print Out History Pembelian) Dan Informasi Kerusakan Unit Note: Hubungi Customer Service Kami Melalui Layanan Chat, Untuk Mengetahui Prosedur Klaim Retur Atau Garansi Lebih Lanjut.",Acome Indonesia,https://www.tokopedia.com/acomeindone/acome-ace01-pro-3d-subwoofer-headphone-earphone-headset-type-c-powerfull-bass-plug-and-play-transparent-wired-body-black-original-garansi-resmi-1-tahun?extParam=ivf%3Dtrue%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Kab. Tangerang
SONY ULT WEAR Noise Cancelling Headphones - Black,5,Rp2.599.000,92,100,"ULT POWER SOUNDUnit Driver yang dirancang khusus dengan tuning Bass yang menawan untuk mendapatkan suara Bass yang lebih dalam, tebal, dan megahBetter Noise CancellingDikembangkan secara khusus oleh Sony, Prosesor Terintegrasi V1 kami yang baru mengintegrasikan SoC Bluetooth dan prosesor peredam bising berkualitas tinggi menjadi satu chip.Precise Voice Pickup TechnologyTeknologi Pengambilan Suara yang Tepat menggunakan beamformingmikrofon untuk memungkinkan menangkap suara anda dengan jelas dan akurat dalam melakukan panggilan.Listen all day, charge in minutesAnda dapat menikmati musik hingga 30 jam pada headphone Anda Dan, demi kenyamanan Anda, pengisian cepat 3 menit akan memberi Anda waktu bermain hingga 90 menit.",Sony Audio Official,https://www.tokopedia.com/sony-audio/sony-ult-wear-noise-cancelling-headphones-black-e4cb7?extParam=ivf%3Dtrue%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Jakarta Pusat
THINKPLUS EARMUFF HEADPHONE REPLACEMENT BUSA HEADSET TH10 - Hitam,5,Rp39.000,288,500,"LN-EAR-TH10ACC2-BK/BGNotes :Harap pastikan pesanan sudah sesuai sebelum check out.Produk tidak dapat ditukar size / warna / model Untuk KLAIM PRODUK tidak lengkap harap sertakan video UNBOXING PAKET.Setelah barang sampai mohon dicek kelengkapan produk dan pastikan barang diterima dengan kondisi baik sebelum klik ""Pesanan Diterima"".Earmuff headphone untuk TH10 kini sudah tersedia dan bisa diganti sesuai dengan selera anda Foam empuk dan lembut Tidak mudah panas Tidak mudah sobek Pemasangan mudah Replacement untuk Headphone Thinkplus TH10Isi kemasan : 2Pcs Earmuff headphone TH10Garansi: TIDAK GARANSI",Thinkplus Official Store,https://www.tokopedia.com/thinkplus/thinkplus-earmuff-headphone-replacement-busa-headset-th10-hitam-97e82?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Kota Tangerang
Audio Technica ATH-M20x Professional Monitoring Headphones - Wired,5,Rp705.000,1.309,2000,"#STTOMSCO #pastiORIGINAL #pastiLEBIHMURAH #pastiGANTIBARUGaransi GANTI UNIT BARU jika ada temuan ""FACTORY DEFECT"" selama 7 hari dari barang diterimaGaransi 12 Bulan AxindoUntuk Klaim Garansi bisa Contact keKomp. Ruko Cempaka Mas Blok K No. 29 - 30Jl. Letjend. Suprapto, Cempaka Putih, Jakarta Pusat 10640 Indonesia(021) 428866Isi Dalam Kemasan (ATH-M20X):1 x Audio Technical ATH M20x Headphone - Hitam1 x Konektor Jack 6,5mm 1 x Buku Panduan 1 x Kartu GaransiIsi Dalam Kemasan (ATH-M20XBT):1xATH-M20xBT1xCable Aux 1.2M1xCable Charger1xManual Book1xWarranty CardFitur Utama:Audio-Technica M20x memiliki desain modern dan bahan yang berkualitas tinggi untuk memberikan pengalaman mendengarkan nyaman, dengan audio yang optimal, jernih dan akurat dan isolasi yang efektif. Audio Technica ATH M20x merupakan pilihan yang cocok dan sangat baik untuk kegiatan yang membutuhkan kualitas audio terbaik, seperti tracking dan mixing. Tersusun dari kualitas dan tehnik yang baik. Spesifikasi (ATH-M20x):Type Closed-back dynamicDriver Diameter 40 mmMagnet	NeodymiumVoice Coil Copper-clad aluminum wireFrequency Response 15 - 20,000 HzMaximum Input Power 700 mW at 1 kHzSensitivity m96 dBImpedance 47 ohmsCable 3.0 m (9.8'), straight, left-side exitAccessory Included 6.3 mm (1/4"") snap-on adapterSpesifikasi (ATH-M20xBT):Spesifikasi: Specifications Type Closed back dynamic Driver 40mm Sensitivity 100dB/mW Frequency Response 50 to 20.000Hz Microphone Type Electret condenser Polar pattern Omnidirectional Sensitivity -42 DB (1v/Pa, at 1 khz) Frequency response 50 to 20.000Hz Support Codec AAC, SBC Bluetooth 5.0",ST-Toms.co,https://www.tokopedia.com/itoms/audio-technica-ath-m20x-professional-monitoring-headphones-wired?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Jakarta Utara
JBL Tune 500 Wired On-Ear Headphones with Mic- Garansi Resmi,4.9,Rp269.000,2.820,6000,"Features and Benefi tsJBL Pure Bass SoundIt features the renowned JBL Pure Bass sound, which can be found in the most famous venues allaround the world.1-button remote/micEasily control your music, calls access to Siri/Google Now at the touch of a single button.Lightweight and foldable designThe lightweight materials and foldable design make it convenient for you to carry your headphonesanywhere and anytime you want music.Tangle-free fl at cableThe durable and fl at cable keeps the cable hassle and tangle free while on the go.Ask Siri or Google NowSiri or Google Now are just a button away: activate the voice assistant by pushing the remote buttonWhats in the box:TUNE5001 x Warranty/WarningTechnical specifi cations:Driver Size: 32mm Dynamic DriverFrequency Response: 20Hz  20kHz3.5mm audio jackWeight: 148g",JBL Official Store,https://www.tokopedia.com/jbl-official/jbl-tune-500-wired-on-ear-headphones-with-mic-garansi-resmi?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Kota Tangerang
Dolphin Sound DS70 ds-70 Headphone monitor Flat - Ds70 Only,5,Rp510.000,207,250,Spesifikasi • Jenis headphone Closed • Transducer type Dynamic • Driver size 45mm • Sensitivity 97±3 dB • Impedance : 32 ohm • Frekuensi response : 10Hz – 26 Khz . Rms power : 450mW • Max powered : 1500mW  Fitur • Colokan 3.5mm Dikasih Converter ke 6.5mm • Panjang kabel : 3 meter Ofc • BErat headphone 300 gram sama kabel  Apa saja yang didapat : • Headphone • 6.5 Mm adapter • 3 m kabel yang bisa dilepas • Box packaging  *Kelebihan DS-70 :* Driver 45 mm  Kabel bisa dilepas Sound lebih enak dan mewah Cocok untuk sound engineer dan juga audiophile Cocok yang mau upgrade dari ds50,triple3music,https://www.tokopedia.com/triple3music/dolphin-sound-ds70-ds-70-headphone-monitor-flat-ds70-only-61baa?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Kota Bandung
Anker Soundcore Space One ANC Noise Cancelling Headphone - A3035 - Latte Cream,5,Rp1.099.000,254,500,"*) Garansi resmi 18 Bulan Anker Indonesia*) Garansi langsung ganti baru jika rusak fungsi selama 2x24 jam sejak barang diterima dan transaksi belum diselesaikan, wajib video unboxing*) Untuk klaim garansi, mohon menyertakan kemasan asli, kartu garansi & invoice==================================================Anker Soundcore Space One ANC Noise Cancelling Headphone - A30352X Stronger Voice ReductionStay focused during bustling journeys with our upgraded noise cancelling structure. Space One excels in blocking out mid to high-frequency sounds with 2X more* voice reduction.Reduce Noise By Up to 98%Adaptive noise cancelling detects external sounds and sound leakage, auto-calibrating to deliver optimal noise reduction. Escape unwanted distractions, whether you're on a noisy train, in a bustling café, or your headphones aren't sitting on your ears properly.Journey with Hi-Res AudioSpace One's 40mm customized dynamic drivers support LDAC for Hi-Res Wireless audio, delivering 3X more detail than standard Bluetooth codecs for detail-rich listening without any tangled wires.40 Hours of ANC PlaytimeEmbark on blissful journeys with 40 hours of playtime with ANC on.55 hours of continuous music with ANC off ensures endless entertainment without battery concerns.Crafted for Comfort and StyleElegantly designed, 8° rotating ear cups effortlessly conform to the contours of any head, and a soft integrated headband evenly distributes pressure for natural prolonged wear.Spesifikasi:Active Noise Cancellation: Adaptive ANCSound 40mm Dynamic Drivers, Hi-Res Wireless Audio, LDAC, HearID TechnologyPlaytime 55H (ANC off), 40H (ANC on)Fast Charging 5 mins = 4 hoursConnectivity Bluetooth 5.3, AUXCalls 3-Mic with AI algorithmRecommended For Travel, flight, train, commutesoundcore app YesIsi Dalam Kemasan:1x Space One Headphone1x AUX Cable1x USB-C Charging Cable1x Waterproof Travel Pouch",ZTH Official,https://www.tokopedia.com/zthofficial/anker-soundcore-space-one-anc-noise-cancelling-headphone-a3035-latte-cream-e7ace?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Jakarta Utara
Beyerdynamic DT770 / DT 770 Pro Closed Back Headphone - 80 Ohm,5,Rp3.055.500,60,100,"The DT 770 PRO headphones remain the top choice for music producers, sound technicians and broadcast users and are a firmly established piece of equipment in studios worldwide. These headphones are particularly appealing to professionals owing to their bass reference capabilities, but also because of the spacious reproduction that is absolutely remarkable for closed headphones.The DT 770 PRO is incidentally also a wonderful hi-fi alternative for music lovers and non-professionals.Features : - Circumaural headphones for professional sound in the studio and on mobile devices- Innovative bass reflex system- High wearing comfort thanks to soft, circumaural and replaceable ear pads- Comfortable fit due to rugged, adjustable, soft padded headband constructionHeadphone Specification :DRIVERS	: 45mmMAGNET : NeodymiumIMPEDANCE : 32/80/250SENSITIVITY : 96 DB @ 1 KHzFREQUENCY RESPONSE : 5Hz - 35,000HzMAX INPUT POWER : 100 MWPLUG TYPE : Gold Plated Stereo Jack Plug (3.5mm) & 1/4"" Adapter (6.35mm)CABLE TYPE : 32 Version - 1.6m Straight / 80 Version - 3m Straight / 250 Version - 3m CoiledMICROPHONE : NoCOMPATIBILITY : UniversalWEARING STYLE : Over-EarGRILL : Closed BackFree: Headphone Stand",csi-zone,https://www.tokopedia.com/csi-zone/beyerdynamic-dt770-dt-770-pro-closed-back-headphone-80-ohm?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Kota Tangerang Selatan
Audeze MM100 / MM 100 Planar Driver Professional Headphone,5,Rp6.999.000,4,6,"For years top audio professionals worldwide have relied on Audeze headphones like the LCD-X and MM-500. MM-100 instantly transforms your space into a studio, putting you between a pair of industry-trusted monitors that consistently deliver the sound and emotions the artist intended. Take the room out of the equation, trust the MM-100.Hear deeper into every mix, and don't let a single detail go unnoticed thanks to the industry-leading driver technology packed into MM-100. Expect pinpoint precision and ultra-low distortion from MM-100’s newly designed planar magnetic drivers. Built with the same exacting dedication as our flagship LCD-5, and featuring our patented waveguides, magnet arrays, and diaphragms, MM-100 raises the bar on sound quality in its class.MM-100 is designed to deliver effortless comfort for even your longest sessions. Relax as the supple gel-filled earpads cradle your ears, and the adjustable suspension strap feels feather-light for hours. Specifications:- Transducer type Planar Magnetic- Magnetic structure Fluxor magnet array- Phase management Fazor- Magnet type Neodymium N50- Diaphragm type Ultra-Thin Uniforce- Transducer size 90 mm- Maximum SPL >120dB- Frequency response 20Hz - 25kHz- THD <0.1% @ 100 dB SPL, 1kHz- Sensitivity 98 dB/1mW (at Drum Reference Point)- Impedance 18 ohms- Max power handling 5W RMS- Min recommended power >100mW- Recommended power level >250mW- Cable 2.5m (8.2ft) Single ended 3.5mm TRS to 1/4"" TRS- Weight 475gGaransi Resmi 1 TahunBeyond The Music contact :0813.7000.9002 / 0813.7000.6807",Beyond the Music,https://www.tokopedia.com/beyondthemusic/audeze-mm100-mm-100-planar-driver-professional-headphone?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Pusat
Edifier W240TN True Wireless Noise Cancellation In-Ear Headphones - Putih,4.9,Rp849.000,673,1000,"Nomor Sertifikat Postel = 85434/SDPPI/2022Edifier W240TN - True Wireless Noise Cancellation In-Ear HeadphonesCoaxial dual-dynamic driverDibekali dengan Woffer 10 mm dan Tweeter 6 mm di setiap earbud, memastikan rentang respons frekuensi yang lebih lebar, sehingga suara music pada saat di dengarkan lebih mendetail, jernih dan berdefinisi tinggi. Active noise cancellation with ambient sound modeDengan teknologi ANC membantu merendam suara sekitar, Terdapat juga fitur pengaturan tinggkat kebisingan di aplikasi Edifier Connect.Bluetooth V5.3Versi terbaru dari 5.3, mempunyai konsumsi daya batery lebih rendah, dan koneksi lebih stabil.AI DNN noise cancellation for crystal clear callsTeknologi AI DNN ini dapat memisahkan suara secara akurat antara suara manusia dan suara sekitar, Ultra-Low Latency GamingDelays yang rendah. Terdapat Game mode pada aplikasi Edifier Connect.IP55 dust and water resistantDilengkapi dengan IP55 tahan terdapat debu dan cipratan air ( Keringat ).EQ SettingTerdapat setingan default pabrik dan pilihan kita sendiri. Spesifikasi :•	Bluetooh : V5.3•	Bluetooh Protocol  : A2DP, AVRCP, HFP•	Play Time :        ANC ( On ) : 7h ( Earbuds )+14h ( case )        ANC ( Off ) : 8,5h ( Earbuds )+17h ( case )•	Charging Port : USB-C ( Typce C )•	Audio Coding : SBC•	Driver : 6mm Dynamic + 10 MM Dynamic•	Output Sound Plreassure Level : 92dB±3dsm (A)quency •	Frequency Response : 20 Hz-20kHz•	IP Rating : IP55•	Weight : Earbuds : 11,6 g/pair                      Charging Case 36.9g1 years warranty ( PT Harman Indonesia )",Edifier Official Store,https://www.tokopedia.com/edifier-official/edifier-w240tn-true-wireless-noise-cancellation-in-ear-headphones-putih?extParam=ivf%3Dtrue%26keyword%3Dheadphone%26whid%3D15596748&src=topads,
"Cover Earpad Universal Headphones / Sarung Pelindung Headset Headphone - Sekali Pakai H, 65mm / 6.5cm",4.9,Rp3.000,50,250,"Sarung headphone /headset - sarung ear pads (L+R) sepasangMemiliki 6 Pilihan Bahan Dalam Varian1: Cover pelindung Bisa Di cuci2: Cover Pelindung Hanya untuk sekali pakai3: Earpad Bahan Kulit Kualitas Terbaik , Selain Empuk dan Tidak Cepat Rusak4: Bahan Beludru Atau Velvet , Bahan Lembut Tidak Cepat panas Dan Nyaman Di pakai ber Jam""Warna Abu Dan Hitam5: Thick Leather Adalah Bahan Yang lebih Tebal Dari 4 Bahan Tersebut , Empuk...6: Tidak Menjual Warna Putih Karna Kualitas Tipis Dan Kulit Juga Tidak Bagus...Tinggal di pilih Ukuran Yang Tercantum dalam VarianAtau Untuk Earpad Oval Juga Bisa , Ingat cantumkan ukuran di kolom catatan / Atau menayakan dalam fitur chat sebelum di pesanUntuk Cover Sekali pakai , Kami juga memiliki Max 150mmBahan waterproofWarna hitam.Cover Melindungi dan menutup ear pads anda.Sarung ini muat ear pads dari 65mm to 110mmReady Stock...",yourearpad,https://www.tokopedia.com/yourearpad/cover-earpad-universal-headphones-sarung-pelindung-headset-headphone-sekali-pakai-h-65mm-6-5cm-0d0aa?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Barat
ZMF Verite Berylium Wood Headphone,,Rp39.000.000,,,"Vérité [veri’tā] is a term often used in film and television as a style that emphasizes reality, naturalism, and a sense of truth.The Vérité’s driver is angled towards the ear and inset deeper than any of our other headphones to carefully play with the resonance before the sound reaches your eardrums. We have created a headphone that brings the ultimate truth to audio. With the utmost speed, accuracy, and heightened dynamic range, the Vérité will immerse the listener. Providing the natural decay of a music hall, yet retaining the speed of a Beryllium driver, the Vérité is dynamic by design.The current stock wood for the Vérité Open is Sapele. The sapele is finished in a vintage mahogany stain for a darker appearance.SPECIFICATIONS:Impedance: 300 OhmsDriver: Vapor Deposed BerylliumWeight: 450g ± 20g (add 50g for aged copper)Sensitivity: ~97dB/mWGaransi Resmi Machenical Part 2 Tahun, Driver Lifetime WarrantyBeyond The Music contact :0813.7000.9002 / 0813.7000.6807",Beyond the Music,https://www.tokopedia.com/beyondthemusic/zmf-verite-berylium-wood-headphone?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Pusat
MAONO Bluetooth Studio Monitoring Headphone / Headset AU-MH501,5,Rp520.000,38,80,"BARU, Studio Monitoring Headphone dari MAONO, selain bisa digunakan untuk podcasting, juga bisa untuk kebutuhan gaming, meeting dan lain sebagainya. Pokoknya Multi-Fungsi. Desainnya pun jauh lebih keren dengan Logo M dari MAONO dan List Merah yang ganteng. Tidak akan ditemui di seri lain yang bahkan lebih mahal sekaligus. Ini seri pilihan terbaik dari TEKNOCITI untuk Anda.  Garansi Resmi MAONO 1 Tahun (Wajib Bintang 5) Extra Garansi 1 Bulan Rusak Ganti baru dari PT. TEKNOCITI. Beli produk teknologi lebih aman dan terjamin di PT. TEKNOCITI sebagai perusahaan terdaftar.  Note: Headphone ini Non-Bluetooth ya, maaf judul belum bisa diubah  Fitur Canggih:  Driver 50mm untuk suara superior Driver unit speaker besar 50mm untuk suara yang jernih dan kenyamanan tertinggi, bass yang bertenaga, resolusi tinggi, dan nada tinggi yang jernih membuat headphone monitor menjadi suara hi-fi yang sempurna  Isolasi suara yang sangat baik Desain melingkar dan kontur yang nyaman di sekitar telinga untuk isolasi suara yang sangat baik bahkan di lingkungan yang bising  Desain ergonomis untuk dipakai dengan nyaman Earpad kelas profesional dan ikat kepala yang kuat sementara dapat disesuaikan membuatnya lebih tahan lama dan dipakai dengan lebih nyaman. Tidak ada rasa sakit setelah lama dipakai  Dapat dilipat dan berputar Ikat kepala yang dapat dilipat dan diregangkan agar pas dengan kepala Anda dan penutup telinga yang dapat diputar 180 derajat untuk pemantauan satu telinga yang mudah  Kompatibilitas luas dan multiguna Jack 3.5mm untuk pc, laptop, smartphone, tablet, iPad dan termasuk adaptor 6.35mm untuk mixer, phantom power, dll. Selain pemantauan, juga cocok untuk bermain game, musik",TEKNOCITI Official Store,https://www.tokopedia.com/teknociti/maono-bluetooth-studio-monitoring-headphone-headset-au-mh501?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26whid%3D15596748&src=topads,
JETE Headset Bluetooth Openear Open Fast Mic IPX5 with ENC Microphone,4.9,Rp575.904,34,60,"Garansi 2 Tahun Rusak Ganti Baru | Tukar SepuasnyaKeuntungan Membeli Open Fast Mic :- Diskon Up to 50% harga 1.099.000 Jadi 599.900- Cashback Up to 100KSpecification of Wireless Headset: Bluetooth Version : V5.3 Type: Open-Ear Communication Headset Frequency: 20Hz-20kHz Dynamic Speaker : 3210%ohm Wireless Working Range: 10M (without obstacles) MIC Sensitivity: -42dB Input Voltage: DC 5V/1A Battery Capacity: 180mAh Play Time: 8H (80% Volume) Talk Time: 6H (80% Volume) Standby Time: 300H Charging Time : 2 HoursKeunggulan JETE OPENFAST MIC :- UNLEASH THE POWER OF COMMUNICATION WITH JETE OPENFAST MICDengan desain lebih inovatif dan teknologi unggulan, dapat diandalkan di berbagai kondisi dengan ketahanan yang lebih lama.-MIKROFON DENGAN AUDIO YANG JERNIH Teknologi ENC pada mikrofon, membuatnya lebih jernih dan jelas ketika melakukan panggilan.- MUDAH DISESUAIKAN DENGAN KEBUTUHANMikrofon yang terpasang di JETE OPENFAST MIC Series dapat disesuaikan. Pengguna bisa mengaturnya sesuai dengan kebutuhan.- DAYA BATERAI LEBIH AWETPerangkat ini memiliki ketahanan baterai hingga 8 jam penggunaan.- TAHAN TERHADAP AIR JETE OPENFAST MIC Series memiliki sertifikasi IPX5. Ini membuatnya lebih tahan dan aman saat terkena percikan air maupun digunakan ketika gerimis di luar ruangan (outdoor).- KONEKSI LEBIH STABILTeknologi Bluetooth 5.3 membuat koneksinya lebih lancar dan stabil. Termasuk konsumsi daya yang rendah dan memaksimalkan pemakaian.- PENGISIAN DAYA LEBIH MUDAH DAN CEPATMenggunakan model magnetic charging, membuat pengisian daya lebih cepat dan efisien.Keuntungan Membeli di toko JETE Official Store :1. Harga Inc PPN 11% (bisa menerbitkan faktur pajak)2. Produk 100% Original, Uang kembali 100% jika brg tidak ORI3. Garansi Resmi 2 Tahun, Rusak ganti baru Tukar sepuasnya4. Selalu Ready Stock dan Siap Kirim5. Packing Aman dan Rapi6. Pengiriman Tepat Waktu7. Pelayanan Ramah dengan Product Knowledge yang Baik8. Proses Klaim Garansi Mudah & dibantu Hingga Selesai9. Memiliki Cabang Toko Resmi Offline yg tersebar di Indonesia",JETE Official Store,https://www.tokopedia.com/jeteofficialsemarang/jete-headset-bluetooth-openear-open-fast-mic-ipx5-with-enc-microphone?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch%26whid%3D16178193,Kota Bandung
Headphone Bluetooth Macaron Bass Hifi Stereo Wireless Inpods Foldable - Hijau,4.8,Rp51.500,164,500,"Headphone Bluetooth Macaron Bass Hifi Stereo Wireless Inpods FoldableHeadphone dengan model macaron ini dapat dikoneksi dengan bluetooth. Headphone ini mempunyai bentuk yang simple dan elegan, dengan dukungan suara yang baik. Unit juga dilengkapi dengan SD Player dan juga FM Radio, sehingga tanpa terkoneksi ke Smartphone sekalipun, kita masih bisa mendengarkan musik dari kartu memori ataupun siaran radio.Fitur:- Bisa menggunakan kabel ataupun koneksi Bluetooth- Kompatible dengan hampir semua device yang menggunakan Bluetooth- Build In SD Player dan Radio- Daya tahan Baterai sekitar 3 - 5 jam Non Stop. Spesifikasi : - Versi Bluetooth 5.0- Sound Quality- Design yang nyaman digunakan & ringan- Mendukung 3 Mode Koneksi (Bluetooth, AUX & Micro SD card)- HIFI- Konsumsi daya yang rendah dan masa pakai baterai yang tahan lama- Untuk semua smartphone dengan fungsi Bluetooth seperti iPhone, Android, Windows Smart phone, Tablet PCIsi Paket:1x Bluetooth Headset1x Kabel USB",SmartClick,https://www.tokopedia.com/smartclick/headphone-bluetooth-macaron-bass-hifi-stereo-wireless-inpods-foldable-hijau-7c923?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Kota Tangerang
Headset Jete HB2 Headphone Bando Jete HB 2 Earphone Powerfull Bass - Hitam,4.8,Rp69.900,3.110,5000,"Garansi 2 Tahun Rusak Ganti Baru | Tukar SepuasnyaKeuntungan membeli di JETE Indonesia:1. Harga Inc PPN 11% (bisa menerbitkan faktur pajak)2. Barang Asli, Baru dan Bergaransi Resmi3. Selalu Ready Stock dan Siap Kirim4. Packing Aman dan Rapi5. Pengiriman Tepat Waktu6. Pelayanan Ramah dengan Product Knowledge yang Baik7. Proses Klaim Garansi Mudah & dibantu Hingga Selesai8. Banyak Bonus dan Voucher Cashback yang didapatkan9. Memiliki Cabang Toko Resmi Offline yang tersebar di seluruh Indonesia5 Keunggulan dari Headset HB21. Desain Simple EleganDirancang dengan material berkualitas yang kokoh dan didesain dengan motif elegan membuat headphone ini wajib anda miliki2. Earpads LembutBantalan earpads headphone ini super lembut dan pas di telinga sehingga nyaman di buat dalam jangka waktu lama3. Deep BassKualitas suara yang dihasilkan dari headphone ini sangat memukau dan sangat terasa bassnya 4. Noise CancellingDengan fitur ini membantu untuk meredam suara disekitar saat mendengarkan musik favorit5. Smart ButtonDengan dibekali kabel aux 1.2 meter dengan smart button yang dapat menerima panggilan, pause/play musik favorit Anda Spesifikasi Headset Jete Merk : Jete Model : HB2 Driver Unit : 40mm Plug Type : 3.5mm Frequency Response : 18-24000Hz Microphone : Yes Cable : 1.2m Warna : Hitam, Grey, Merah, Hijau Syarat Dan Ketentuan Klaim GARANSI Garansi tidak berlaku jika :- Tidak ditemukan adanya kerusakan- Kerusakan akibat dari kesalahan pemakaian ( terjatuh, tergores, ternoda, pecah, terkena air,dan lain lain) Prosedur Klaim :- Unit masih dalam masa garansi dan sesuai dengan kebijakan garansi yang telah ditetapkan.- Kelengkapan dari unit lengkap- Dilengkapi dengan nota pembelian dan informasi kerusakan unit.- Syarat & Ketentuan Berlaku, Contact us For Details.",JETE Indonesia,https://www.tokopedia.com/gojeteindonesia/headset-jete-hb2-headphone-bando-jete-hb-2-earphone-powerfull-bass-hitam?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch%26whid%3D16178163,Kota Bandung
